Job No,Date,Client,Type, Pricing ,Truck,Location,Crew Event,Cameraman,Assistant,4G,Duration Crew,Crew Start Time,Crew End Time,Camera,Camera Qty,Others Acces,Reporter,Editor,Story,Report Duration,Format,Note,Edit S.T.,Edit E.T.,Crew Duration,edit duration
1764,28-Nov-22,bbc arabic,crew + edit, $350.00 ,Suzuki Cias,ein mreisseh,Event Description,Cameraman,Assistant Needed,no 4G,1:40,2023-08-17 15:05:00,2023-08-17 16:45:00,Sony S150 ,2.0,Torch,No Reporter,Editor needed,Story,0:04:50,MP4-HD,Vox pops + rushes -Joya: HIV / Duration: 4mins 50secs ,2023-08-17 17:00:00,2023-08-17 17:30:00,100.0,30.0
1765,28-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 11:30:00,2023-08-17 13:00:00,Sony S150 ,2.0,Torch,Reporter,Editor needed,Story,0:03:09,MXF-HD 50i,PKG report-Leila Khalil: Nawafez intro eps 129 / Duration: 3Mins 9Secs,2023-08-17 13:50:00,2023-08-17 14:10:00,90.0,20.0
1767,28-Nov-22,russia today,crew, $50.00 ,Renault Duster,batroun,Event Description,Cameraman,Assistant Needed,no 4G,5:20,2023-08-17 08:45:00,2023-08-17 14:05:00,Sony S150 / Canon 5D M IV,2.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Omar el Solh:,0,0,320.0,0.0
1769,28-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:47,MXF-HD 50i,PKG report-Claudie Abi Hanna: Mounamnamat-Nabu Museum / Duration: 4Mins 47Secs,2023-08-17 12:00:00,2023-08-17 14:50:00,0.0,170.0
1770,29-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jnah,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 10:30:00,2023-08-17 16:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:52,MXF-HD 50i,PKG report-Claudie Abi Hanna: The Customs Dollar / Duration: 2Mins 52Secs,2023-08-17 16:00:00,2023-08-17 18:35:00,360.0,155.0
1771,29-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,barbour,Event Description,Cameraman,Assistant Needed,no 4G,3:30,2023-08-17 19:50:00,2023-08-17 23:20:00,Sony S190,1.0,Torch,Reporter,No Editor,No story,0,No format,No Notes,0,0,210.0,0.0
1773,29-Nov-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 13:00:00,2023-08-17 14:30:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,90.0,0.0
1775,29-Nov-22,russia today,crew, $250.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 09:40:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,230.0,0.0
1777,30-Nov-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,jounieh,Event Description,Cameraman,Assistant Needed,no 4G,5:40,2023-08-17 10:30:00,2023-08-17 16:10:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,0:00:06,MP4-HD,No Notes,2023-08-17 16:00:00,2023-08-17 16:10:00,340.0,10.0
1778,30-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jounieh,Event Description,Cameraman,Assistant Needed,no 4G,3:35,2023-08-17 09:40:00,2023-08-17 13:15:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:45,MXF,No Notes,2023-08-17 15:00:00,2023-08-17 16:45:00,215.0,105.0
1779,30-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,barbour,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 19:00:00,2023-08-17 23:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,No Notes,0,0,240.0,0.0
1780,30-Nov-22,russia today,crew + edit, $280.00 ,Suzuki Cias,mar elias,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 11:30:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:44,No format,No Notes,2023-08-17 11:30:00,2023-08-17 13:00:00,150.0,90.0
1781,30-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:50,MXF,PKG report-Hanan Issa:,2023-08-17 13:00:00,2023-08-17 15:00:00,0.0,120.0
1784,30-Nov-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:00,MP4-HD,No Notes,2023-08-17 13:30:00,2023-08-17 14:35:00,0.0,65.0
1785,1-Dec-22,bbc arabic,crew, $300.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 13:30:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Daily crew,0,0,90.0,0.0
1786,1-Dec-22,russia today,crew + edit, $280.00 ,Suzuki Cias,verdun,Event Description,Cameraman,Assistant Needed,no 4G,3:15,2023-08-17 09:45:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,0:02:41,MP4-HD,PKG report-Omar Soloh: Russian cultural center / Duration: 2Mins 41Secs,2023-08-17 13:00:00,2023-08-17 14:30:00,195.0,90.0
1788,1-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:26,MXF,PKG report-Leila Khalil: Mondial Lebanon / Duration: 2Mins 26Secs,2023-08-17 13:30:00,2023-08-17 15:00:00,0.0,90.0
1789,2-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,4:55,2023-08-17 10:05:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:38,MXF-HD 50i,PKG report-Leila Khalil: Taxes - Private employees / Duration: 2Mins 38Secs,2023-08-17 13:30:00,2023-08-17 15:00:00,295.0,90.0
1790,2-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,furn el chebak,Event Description,Cameraman,Assistant Needed,no 4G,4:10,2023-08-17 14:50:00,2023-08-17 19:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Claudi Abi Hanna:,0,0,250.0,0.0
1791,2-Dec-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 12:00:00,2023-08-17 13:00:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,60.0,0.0
1792,3-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,biel,Event Description,Cameraman,Assistant Needed,no 4G,4:15,2023-08-17 09:30:00,2023-08-17 13:45:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:02:27,MXF-HD 50i,PKG report-Leila Khalil: Book Fair / Duration: 2Mins 27Secs ,2023-08-17 15:00:00,2023-08-17 15:50:00,255.0,50.0
1793,3-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,bourj,Event Description,Cameraman,Assistant Needed,no 4G,7:50,2023-08-17 14:50:00,2023-08-17 22:40:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,470.0,0.0
1795,3-Dec-22,russia today,crew + edit, $280.00 ,Suzuki Cias,biel,Event Description,Cameraman,Assistant Needed,no 4G,3:20,2023-08-17 11:40:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:53,MP4-HD,PKG report-Hussein Ayyad: Disabling the session + Rushes / Duration: 2Mins 53Secs,2023-08-17 14:00:00,2023-08-17 15:30:00,200.0,90.0
1797,3-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:39,MXF-HD 50i,PKG Report-Claudie Abi Hanna: LPS Conference PTSD / Duration: 2Mins 39Secs,2023-08-17 12:00:00,2023-08-17 14:00:00,0.0,120.0
1798,4-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:26,MXF,PKG report-Hanan Issa: Mondial in the camp / Duration: 2Mins 26Secs,2023-08-17 15:00:00,2023-08-17 17:00:00,0.0,120.0
1800,5-Dec-22,bbc arabic,crew, $300.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 12:00:00,2023-08-17 18:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,360.0,0.0
1801,5-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,aley,Event Description,Cameraman,Assistant Needed,no 4G,5:40,2023-08-17 08:20:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:01:48 / 00:02:42,MXF,PKG report-Claudie Abi Hanna: Cabinet amid presidential vacuum / Duration: 2Mins 42Secs,2023-08-17 13:40:00,2023-08-17 15:40:00,340.0,120.0
1805,5-Dec-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 09:30:00,2023-08-17 14:30:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,0:03:12,MP4-HD,PKG Report+Rushes-Hussein Ayyad: Government meeting / Duration: 3Mins 12Secs,2023-08-17 14:30:00,2023-08-17 15:45:00,300.0,75.0
1807,5-Dec-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,0:30,2023-08-17 14:50:00,2023-08-17 15:20:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,30.0,0.0
1808,5-Dec-22,bloomberg asharq,crew, $285.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 10:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,240.0,0.0
1811,6-Dec-22,bloomberg asharq,crew, $285.00 ,Suzuki Cias,biel,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 15:00:00,2023-08-17 18:00:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,180.0,0.0
1812,6-Dec-22,bloomberg asharq,crew, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 10:00:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,120.0,0.0
1814,7-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,biel,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 15:00:00,2023-08-17 17:30:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,150.0,0.0
1815,7-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 09:40:00,2023-08-17 11:40:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,Monamnamat- Claudi Abi Hanna:,0,0,120.0,0.0
1816,7-Dec-22,russia today,crew + edit, $280.00 ,Suzuki Cias,jdeide,Event Description,Cameraman,Assistant Needed,no 4G,2:25,2023-08-17 10:45:00,2023-08-17 13:10:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:02:31,MP4-HD,PKG report-Omar Soloh: gov crisis / Duration: 2Mins 31Secs,2023-08-17 11:30:00,2023-08-17 13:30:00,145.0,120.0
1819,7-Dec-22,bloomberg asharq,crew, $2.00 ,Nissan X.Trail,tarriq el jdide,Event Description,Cameraman,Assistant Needed,no 4G,3:55,2023-08-17 10:50:00,2023-08-17 14:45:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,No Notes,0,0,235.0,0.0
1820,7-Dec-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:03,MP4,SOC VT LBN BEIRUT BOOK FAIR / Duration: 00:03:03 ,2023-08-17 13:00:00,2023-08-17 14:30:00,0.0,90.0
1821,8-Dec-22,bbc arabic,crew, $300.00 ,Renault Duster,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,2:50,2023-08-17 16:10:00,2023-08-17 19:00:00,Canon XF305,1.0,Torch,Reporter,No Editor,No story,0,No format,Daily Crew,0,0,170.0,0.0
1822,8-Dec-22,alghad tv,crew, $250.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 10:15:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,105.0,0.0
1823,8-Dec-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,sabra,Event Description,Cameraman,Assistant Needed,no 4G,0:30,2023-08-17 13:00:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:02:19 0:00:31,MP4-HD,VT +RUSHES LEBANON BEIRUT FOOD PRICES -Maha Hoteit / Duration: 2mins 19secs / 31secs,2023-08-17 12:00:00,2023-08-17 13:30:00,30.0,90.0
1824,8-Dec-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 11:00:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:03:02,MP4-HD,PKG report-Hussein Ayyad: 08-12-2022 Parliament session / Duration: 3Mins 2Secs,2023-08-17 13:00:00,2023-08-17 14:30:00,120.0,90.0
1825,8-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:04,MXF-HD 50i,PKG report-Hanan Issa: Monamnamat - Marwan Abdel-Al book / Duration: 4Mins 35Secs,2023-08-17 10:00:00,2023-08-17 12:00:00,0.0,120.0
1828,8-Dec-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:10,MP4,No Notes,2023-08-17 12:30:00,2023-08-17 14:30:00,0.0,120.0
1829,9-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,downtown,Event Description,Cameraman,Assistant Needed,no 4G,0:50,2023-08-17 13:10:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:54,MXF,Nawafez intro-Leila Khalil: Episode 130 / Duration: 2Mins 54Secs ,2023-08-17 13:35:00,2023-08-17 13:45:00,50.0,10.0
1830,9-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,biel,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 16:30:00,2023-08-17 19:00:00,Sony S190,1.0,Torch,Reporter,No Editor,No story,0,No format,Monamnamat-Claudi Abi Hanna: ,0,0,150.0,0.0
1831,9-Dec-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 11:00:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,60.0,0.0
1833,9-Dec-22,bbc arabic,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,00:39:35 -- 00:13:45,MP4-HD,No Notes,2023-08-17 12:00:00,2023-08-17 13:00:00,0.0,60.0
1834,10-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,sour,Event Description,Cameraman,Assistant Needed,no 4G,5:35,2023-08-17 15:00:00,2023-08-17 20:35:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,335.0,0.0
1837,11-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,dekwene,Event Description,Cameraman,Assistant Needed,no 4G,3:15,2023-08-17 11:00:00,2023-08-17 14:15:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Claudie Abi Hanna:,0,0,195.0,0.0
1838,11-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:22,MXF-HD 50i,Monamnamat-Hanan Issa: International Tiro Festival / Duration: 4Mins 22Secs,2023-08-17 11:00:00,2023-08-17 13:00:00,0.0,120.0
1839,12-Dec-22,alghad tv,crew + edit, $265.00 ,Nissan X.Trail,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:20,2023-08-17 10:15:00,2023-08-17 12:35:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:54,MXF-HD 50i,Rushes+Sound bites-Claudie Abi Hanna: David Hale / Duration: 2Mins 54Secs,2023-08-17 15:50:00,2023-08-17 16:10:00,140.0,20.0
1840,12-Dec-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:03:03,MP4-HD,PKG report-Maha Hoteit: VT LEBANON BEIRUT END OF YEAR / Duration: 00:03:03 ,2023-08-17 13:30:00,2023-08-17 13:45:00,60.0,15.0
1842,12-Dec-22,russia today,crew, $280.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 09:00:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Omar el Solh: ,0,0,180.0,0.0
1843,12-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:41,MXF-HD 50i,Monamnamat-Claudi Abi Hanna: All Roads Lead to Roam / Duration: 3mins 41secs,2023-08-17 10:00:00,2023-08-17 12:00:00,0.0,120.0
1844,12-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:22,MXF-HD 50i,Monamnamat-Leila Khalil:  Ukraine Gallery / Duration: 2mins 22secs,2023-08-17 12:00:00,2023-08-17 13:00:00,0.0,60.0
1846,13-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 18:00:00,2023-08-17 22:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil: ,0,0,240.0,0.0
1847,13-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,sodeco,Event Description,Cameraman,Assistant Needed,no 4G,2:10,2023-08-17 14:25:00,2023-08-17 16:35:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:32,MXF,PKG Report-Claudie Abi Hanna: In Limbo Campaign / Duration: 2Mins 32Secs,2023-08-17 17:30:00,2023-08-17 19:00:00,130.0,90.0
1849,13-Dec-22,bloomberg asharq,crew + edit, $285.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 10:15:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:01:35,MP4-HD,PKG Report -Maha Hoteit: End of the year / Duration:1Min 35Secs,2023-08-17 11:30:00,2023-08-17 11:45:00,105.0,15.0
1850,13-Dec-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 12:00:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:57,MP4-HD,PKG report-Omar Al Soloh: Russian Aid / Duration: 2Mins 57Secs,2023-08-17 10:30:00,2023-08-17 12:15:00,60.0,105.0
1852,13-Dec-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:00,MP4-HD,No Notes,2023-08-17 16:00:00,2023-08-17 17:15:00,0.0,75.0
1853,13-Dec-22,Other Clients,Other Type, $350.00 ,other Truck,baalbeck,Event Description,No Cameraman,Assistant Needed,no 4G,13:59,2023-08-17 10:00:00,2023-08-17 23:59:00,No Camera needed,0,No Acces,No Reporter,No Editor,No story,0,No format,OR Media - Baalbek,0,0,839.0,0.0
1854,14-Dec-22,bbc arabic,crew, $300.00 ,Renault Duster,sanayeh,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 11:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Daily crew,0,0,180.0,0.0
1855,14-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,mono,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 10:45:00,2023-08-17 12:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:57,MXF,PKG report-Claudie Abi Hanna: Mounamnamat Paul Saade Book / Duration: 2Mins 57Secs,2023-08-17 14:00:00,2023-08-17 16:30:00,105.0,150.0
1856,14-Dec-22,russia today,crew, $250.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 15:00:00,2023-08-17 16:00:00,Canon XF305,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Omar el Sloh:,0,0,60.0,0.0
1858,14-Dec-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:29,MXF,PKG report-Leila Khalil: Neighborhood watch Achrafieh / Duration: 2Mins 29Secs ,2023-08-17 12:20:00,2023-08-17 13:45:00,0.0,85.0
1860,14-Dec-22,Other Clients,Other Type, $300.00 ,other Truck,beirut,No Event,No Cameraman,Assistant Needed,no 4G,17:30,0,2023-08-17 17:30:00,No Camera needed,0,No Acces,No Reporter,No Editor,No story,0,No format,	OR Media - Baalbeck-Beirut,0,0,0.0,0.0
1861,15-Dec-22,bbc arabic,crew + edit, $350.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 12:00:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,00:2:13 / 00:00:10,MP4,Headline-Nisrine Hatoum-Beirut / Duration: 2Mins 13Mins / Bridge: 10Secs,2023-08-17 14:10:00,2023-08-17 14:40:00,180.0,30.0
1862,15-Dec-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 10:30:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:39,MXF-HD 50i,PKG report-Claudie Abi Hanna: Tenth failure to election / Duration: 2Mins 39Secs,2023-08-17 14:00:00,2023-08-17 15:45:00,180.0,105.0
1863,15-Dec-22,alghad tv,crew, $250.00 ,Suzuki Cias,naher el bared,Event Description,Cameraman,Assistant Needed,no 4G,7:40,2023-08-17 10:50:00,2023-08-17 18:30:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format, Permit extra cost $51,0,0,460.0,0.0
1864,15-Dec-22,bloomberg asharq,crew + edit, $285.00 ,Hyund. Tucson,naqoura,Event Description,Cameraman,Assistant Needed,no 4G,6:10,2023-08-17 08:50:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:01:10  / 00:01:07,MP4,VT LEBANON SOUTH BORDERS ONE / Duration: 00:01:10                                  VT LEBANON SOUTH BORDERS TWO / Duration: 0:01:07 ,2023-08-17 14:45:00,2023-08-17 15:45:00,370.0,60.0
1865,15-Dec-22,bloomberg asharq,Other Type, $300.00 ,No Car,No Location,No Event,Cameraman,No Assistant,no 4G,6:10,2023-08-17 08:50:00,2023-08-17 15:00:00,No Camera needed,1.0,Torch,Reporter,No Editor,No story,0,No format,Naqoura / Drone $250 / Permit $51,2023-08-17 14:45:00,2023-08-17 15:45:00,370.0,60.0
1866,15-Dec-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 11:30:00,2023-08-17 14:00:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:02:33,MP4-HD,PKG report-Omar el Solh: 15-12-2022 Omar el Solh Parliament session / Duration: 2Mins 33Secs,2023-08-17 12:30:00,2023-08-17 13:30:00,150.0,60.0
1867,15-Dec-22,russia today,crew, $310.00 ,Renault Duster,aqbiye,Event Description,Cameraman,Assistant Needed,4G,6:10,2023-08-17 11:30:00,2023-08-17 17:40:00,Sony S190,1.0,Torch,Reporter,No Editor,No story,0,No format,Extra crew + 4G / South,0,0,370.0,0.0
1869,15-Dec-22,beirutsat,crew, $180.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,1:40,2023-08-17 13:30:00,2023-08-17 15:10:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,100.0,0.0
1870,16-Dec-22,bbc arabic,crew, $300.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 12:00:00,2023-08-17 16:00:00,Sony S190,1.0,Torch,No Reporter,No Editor,No story,0,No format,Daily crew,0,0,240.0,0.0
1871,16-Dec-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,baabda,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 12:15:00,2023-08-17 15:15:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:02:47,MXF-HD 50i,PKG report-Claudi Abi Hanna: Reaction on UNIFEL accident / Duration: 2mins 47secs,2023-08-17 13:30:00,2023-08-17 15:30:00,180.0,120.0
